img,label
images/mcintosh_s_000643.png,0
images/macoun_s_000065.png,0
images/red_delicious_s_000552.png,0
images/northern_spy_s_000602.png,0
images/northern_spy_s_000766.png,0
images/pearmain_s_000139.png,0
images/red_delicious_s_001189.png,0
images/macoun_s_000441.png,0
images/red_delicious_s_000750.png,0
images/macoun_s_000009.png,0
images/cortland_s_000650.png,0
images/red_delicious_s_001702.png,0
images/macoun_s_000966.png,0
images/golden_delicious_s_000001.png,0
images/northern_spy_s_000177.png,0
images/golden_delicious_s_000261.png,0
images/cortland_s_000771.png,0
images/red_delicious_s_001572.png,0
images/golden_delicious_s_001860.png,0
images/red_delicious_s_002126.png,0
images/golden_delicious_s_000296.png,0
images/macoun_s_000113.png,0
images/macoun_s_000031.png,0
images/golden_delicious_s_000677.png,0
images/northern_spy_s_000070.png,0
images/mcintosh_s_000197.png,0
images/macoun_s_000203.png,0
images/apple_s_000058.png,0
images/pearmain_s_000314.png,0
images/red_delicious_s_000752.png,0
images/macoun_s_000145.png,0
images/red_delicious_s_001424.png,0
images/red_delicious_s_000077.png,0
images/golden_delicious_s_001850.png,0
images/golden_delicious_s_001522.png,0
images/northern_spy_s_000011.png,0
images/dessert_apple_s_000276.png,0
images/dessert_apple_s_000221.png,0
images/red_delicious_s_000711.png,0
images/golden_delicious_s_000689.png,0
images/red_delicious_s_001772.png,0
images/red_delicious_s_001688.png,0
images/cortland_s_000454.png,0
images/apple_s_000301.png,0
images/red_delicious_s_002214.png,0
images/red_delicious_s_002286.png,0
images/golden_delicious_s_001765.png,0
images/red_delicious_s_000443.png,0
images/eating_apple_s_000920.png,0
images/red_delicious_s_000185.png,0
images/macoun_s_000554.png,0
images/red_delicious_s_000020.png,0
images/apple_s_000050.png,0
images/golden_delicious_s_001671.png,0
images/golden_delicious_s_001800.png,0
images/mcintosh_s_000142.png,0
images/golden_delicious_s_001192.png,0
images/golden_delicious_s_000307.png,0
images/golden_delicious_s_000210.png,0
images/eating_apple_s_001024.png,0
images/red_delicious_s_002193.png,0
images/mcintosh_s_000151.png,0
images/apple_s_000528.png,0
images/macoun_s_000598.png,0
images/pearmain_s_000142.png,0
images/golden_delicious_s_000867.png,0
images/macoun_s_001040.png,0
images/apple_s_000339.png,0
images/yellow_delicious_s_000128.png,0
images/yellow_delicious_s_000494.png,0
images/red_delicious_s_002298.png,0
images/mcintosh_s_000093.png,0
images/red_delicious_s_000523.png,0
images/macoun_s_000688.png,0
images/northern_spy_s_000648.png,0
images/northern_spy_s_000693.png,0
images/macoun_s_000024.png,0
images/yellow_delicious_s_000694.png,0
images/red_delicious_s_000896.png,0
images/red_delicious_s_001105.png,0
images/pearmain_s_000203.png,0
images/northern_spy_s_000750.png,0
images/red_delicious_s_000008.png,0
images/macoun_s_000027.png,0
images/macoun_s_001006.png,0
images/northern_spy_s_000879.png,0
images/macoun_s_000070.png,0
images/cortland_s_000136.png,0
images/macoun_s_000041.png,0
images/golden_delicious_s_001608.png,0
images/cortland_s_000525.png,0
images/pearmain_s_000118.png,0
images/pearmain_s_000365.png,0
images/northern_spy_s_000316.png,0
images/pearmain_s_000012.png,0
images/macoun_s_000052.png,0
images/crabapple_s_000281.png,0
images/mcintosh_s_000551.png,0
images/yellow_delicious_s_000123.png,0
images/apple_s_000740.png,0
images/golden_delicious_s_001043.png,0
images/apple_s_000519.png,0
images/eating_apple_s_000893.png,0
images/golden_delicious_s_001399.png,0
images/golden_delicious_s_000120.png,0
images/northern_spy_s_000660.png,0
images/pearmain_s_000273.png,0
images/red_delicious_s_001980.png,0
images/pearmain_s_000250.png,0
images/northern_spy_s_000008.png,0
images/golden_delicious_s_000167.png,0
images/golden_delicious_s_000447.png,0
images/golden_delicious_s_000389.png,0
images/red_delicious_s_000474.png,0
images/golden_delicious_s_001120.png,0
images/pearmain_s_000291.png,0
images/mcintosh_s_000206.png,0
images/macoun_s_000530.png,0
images/mcintosh_s_000358.png,0
images/northern_spy_s_000423.png,0
images/golden_delicious_s_000512.png,0
images/mcintosh_s_000684.png,0
images/pearmain_s_000072.png,0
images/pearmain_s_000313.png,0
images/red_delicious_s_000471.png,0
images/macoun_s_000228.png,0
images/macoun_s_000655.png,0
images/golden_delicious_s_000291.png,0
images/red_delicious_s_000412.png,0
images/golden_delicious_s_000976.png,0
images/pearmain_s_000245.png,0
images/golden_delicious_s_000303.png,0
images/golden_delicious_s_001163.png,0
images/golden_delicious_s_001854.png,0
images/pearmain_s_000061.png,0
images/golden_delicious_s_000061.png,0
images/yellow_delicious_s_000420.png,0
images/eating_apple_s_000491.png,0
images/red_delicious_s_000257.png,0
images/red_delicious_s_000282.png,0
images/golden_delicious_s_000504.png,0
images/macoun_s_001388.png,0
images/macoun_s_000022.png,0
images/red_delicious_s_002109.png,0
images/eating_apple_s_000470.png,0
images/red_delicious_s_002121.png,0
images/apple_s_000844.png,0
images/red_delicious_s_001304.png,0
images/golden_delicious_s_000672.png,0
images/golden_delicious_s_000747.png,0
images/red_delicious_s_001529.png,0
images/red_delicious_s_000626.png,0
images/macoun_s_000283.png,0
images/macoun_s_000073.png,0
images/macoun_s_000898.png,0
images/eating_apple_s_000478.png,0
images/golden_delicious_s_000148.png,0
images/macoun_s_000309.png,0
images/red_delicious_s_000824.png,0
images/northern_spy_s_000020.png,0
images/macoun_s_000594.png,0
images/red_delicious_s_000702.png,0
images/macoun_s_000763.png,0
images/yellow_delicious_s_000095.png,0
images/macoun_s_000476.png,0
images/red_delicious_s_001272.png,0
images/yellow_delicious_s_000427.png,0
images/golden_delicious_s_000006.png,0
images/red_delicious_s_001198.png,0
images/red_delicious_s_000018.png,0
images/golden_delicious_s_001315.png,0
images/pearmain_s_000182.png,0
images/macoun_s_001403.png,0
images/macoun_s_001500.png,0
images/red_delicious_s_000924.png,0
images/northern_spy_s_000138.png,0
images/mcintosh_s_000030.png,0
images/golden_delicious_s_000739.png,0
images/golden_delicious_s_001451.png,0
images/apple_s_000027.png,0
images/pearmain_s_000115.png,0
images/red_delicious_s_002036.png,0
images/golden_delicious_s_001139.png,0
images/golden_delicious_s_001233.png,0
images/pearmain_s_000177.png,0
images/red_delicious_s_000940.png,0
images/apple_s_000145.png,0
images/pearmain_s_000089.png,0
images/northern_spy_s_001005.png,0
images/cortland_s_000684.png,0
images/pearmain_s_000199.png,0
images/red_delicious_s_000409.png,0
images/pearmain_s_000241.png,0
images/macoun_s_000623.png,0
images/cortland_s_000627.png,0
